Parent SKU,Variant SKU,seller-sku,asin1,item-name,Variation,Vartiation Qunatity,Multiple listing,listing-id,price,open-date,status,Taxonomy,T1,T2,T3,End Node,Manufacture Name,Manufacture Part#,Data Source Status,MFR HTML1,MFR HTML2,MFR PDF URL1,MFR PDF Page#1,MFR PDF URL2,MFR PDF Page#2,Image URL,Amazon Link,Third Party HTML 1,Third Party HTML 2,Feature Copy,Feature Bullet,Short Description,Video URL,EAN,Product Name,Attrname1,AttrValue1,AttrUnit1,Flag1,Attrname2,AttrValue2,AttrUnit2,Flag2,Attrname3,AttrValue3,AttrUnit3,Flag3,Attrname4,AttrValue4,AttrUnit4,Flag4,Attrname5,AttrValue5,AttrUnit5,Flag5,Attrname6,AttrValue6,AttrUnit6,Flag6,Attrname7,AttrValue7,AttrUnit7,Flag7,Attrname8,AttrValue8,AttrUnit8,Flag8,Attrname9,AttrValue9,AttrUnit9,Flag9,Attrname10,AttrValue10,AttrUnit10,Flag10,Attrname11,AttrValue11,AttrUnit11,Flag11,Attrname12,AttrValue12,AttrUnit12,Flag12,Attrname13,AttrValue13,AttrUnit13,Flag13,Attrname14,AttrValue14,AttrUnit14,Flag14,Attrname15,AttrValue15,AttrUnit15,Flag15,Attrname16,AttrValue16,AttrUnit16,Flag16,Attrname17,AttrValue17,AttrUnit17,Flag17,Attrname18,AttrValue18,AttrUnit18,Flag18,Attrname19,AttrValue19,AttrUnit19,Flag19,Attrname20,AttrValue20,AttrUnit20,Flag20,Attrname21,AttrValue21,AttrUnit21,Flag21,Fill Rate,Altius Remarks,PT Update/Not Update Status,Altius Comments,Data QC Comments,Data QC  Updated Status,Site Audit Comments,Site Audit Updated Status
Parent_46,Child_2,OR-HP2Z-C38F,B07GRB286S,Orajel Dental Gel Rapid Toothache Relief Benzocaine 10% w/w 2 Packs,Y,2,Y,1203U40FL69,7.88,03/12/2018 15:50:56 GMT,Inactive,Health & Beauty>Dental Care>Dental Cleaning,Health & Beauty,Dental Care,Dental Cleaning,Dental Cleaning,Orajel,,Found,http://www.orajel.co.uk/toothache#extra-strength-usage,,,,,,https://images-na.ssl-images-amazon.com/images/I/51M%2BQW8itwL.jpg,https://www.amazon.co.uk/Orajel-Dental-Toothache-Relief-Benzocaine/dp/B07GRB286S,https://lebanon.desertcart.com/products/78441775-2-x-orajel-dental-gel-rapid-toothache-relief-benzocaine-10-w-w-2-packs,https://www.shopireland.ie/beauty/B07GRB286S/,"Orajel™ Dental Gel delivers rapid relief when and where you need it most. The 10% w/w benzocaine is ideal to reduce pain associated with a broken tooth or in a tooth that may require a filling until you can see the dentist.Orajel™ Dental Gel form gives you control over the product during application and goes right to the source of your pain to provide targeted relief.Orajel™ Dental Gel contains benzocaine, a powerful local anaesthetic that works by temporarily blocking the pathway of pain signals along the nerves and relieves pain by numbing the area.",•Orajel Dental Gel can be used to rapidly relieve the pain caused by a broken tooth or a tooth that may require a filling|•For direct application to the source of toothache|•Suitable for adults and children 12 years and above,Orajel™ Toothache Relief 5.3 g Tube 2 Pack,,,Toothache Relief,Brand,Orajel™,,,Product Type,Toothache Relief,,,Used For,Reduce Pain Associated with a Broken Tooth or in a Tooth,,,Special Features,"Remove Cap and Cut Open Tip of Tube. with a Clean Finger or Swab, Apply a Small Amount of Gel (about The Size of a Green Pea) to the Affected Tooth.",,,Ingredients,"Benzocaine (10%) w/w, Macrogol 400, Polyethylene Glycol 3350, Sodium Saccharin (E954), Sorbic Acid (E200), Citric Acid, Clove Oil, Spearmint Flavour",,,Precautions,Do Not Use for More than 4 Days at a Time,,,Colour,,,,Age Limit,Above 12 years,,,Ideal For,"Adult, Children 12 years +",,,Organic (Yes/No),,,,Container Type,Tube,,Image,Container Size,5.3,g,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,,,,ok,,,
Parent_49,Child_1,SGL-SAPT,,Steradent Active Plus 1 x 30 Tablets,,,,,,,,Health & Beauty>Dental Care>Dental Cleaning,Health & Beauty,Dental Care,Dental Cleaning,Dental Cleaning,Steradent,,Found - Third Party,,,,,,,https://pharmacydirectkenya.com/wp-content/uploads/2015/02/Steradent-Active-Plus-Denture-Tablets.jpg,https://www.amazon.com/Steradent-Active-Plus-12-Tablets/dp/B00B3RMQJM,https://www.deebee.co.uk/product/id/445864,https://savemoney.es/uk/asin/steradent%20active%20plus%2012%20x%2030%20tablets,,,Steradent® Active Plus Tablet 30 Tablets Box 1 Pack,,0797142635091,Active Plus Tablet,Brand,Steradent®,,,Product Type,Active Plus Tablet,,,Used For,"Removes Stubborn Stains and Tartar, Maintains Whiteness and Keeps the Dentures Clean",,,Special Features,"Daily Cleaner, Kills 99.9% of Bacteria",,,Ingredients,"Sodium Bicarbonate, Potassium Caroate, Citric Acid, Sodium Carbonate Peroxide, Sodium Sulfate, Sodium Carbonate, PEG-15, Malic Acid, Sodium Dodecylbenzenesulfonate, PEG-90, Aroma, TAED, CI 28440, CI 42090",,,Precautions,"Do Not Ingest, for Soaking Dentures Only, Wash Hands Thoroughly After Use",,,Colour,,,,Age Limit,,,,Ideal For,,,,Organic (Yes/No),,,,Container Type,Box,,Image,Container Size,30 Tablets,,,Package Quantity,,,,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43,,,,,,,
Parent_49,Child_2,0O-OSOX-Y99U,B00B3RMQJM,Steradent Active Plus 12 x 30 Tablets,Y,12,,0705UMU0K82,19.66,05/07/2018 14:06:35 BST,Inactive,Health & Beauty>Dental Care>Dental Cleaning,Health & Beauty,Dental Care,Dental Cleaning,Dental Cleaning,Steradent,,Found - Third Party,,,,,,,https://pharmacydirectkenya.com/wp-content/uploads/2015/02/Steradent-Active-Plus-Denture-Tablets.jpg,https://www.amazon.com/Steradent-Active-Plus-12-Tablets/dp/B00B3RMQJM,https://www.deebee.co.uk/product/id/445864,https://savemoney.es/uk/asin/steradent%20active%20plus%2012%20x%2030%20tablets,,,Steradent® Active Plus Tablet 30 Tablets Box 12 Pack,,0797142635091,Active Plus Tablet,Brand,Steradent®,,,Product Type,Active Plus Tablet,,,Used For,"Removes Stubborn Stains and Tartar, Maintains Whiteness and Keeps the Dentures Clean",,,Special Features,"Daily Cleaner, Kills 99.9% of Bacteria",,,Ingredients,"Sodium Bicarbonate, Potassium Caroate, Citric Acid, Sodium Carbonate Peroxide, Sodium Sulfate, Sodium Carbonate, PEG-15, Malic Acid, Sodium Dodecylbenzenesulfonate, PEG-90, Aroma, TAED, CI 28440, CI 42090",,,Precautions,"Do Not Ingest, for Soaking Dentures Only, Wash Hands Thoroughly After Use",,,Colour,,,,Age Limit,,,,Ideal For,,,,Organic (Yes/No),,,,Container Type,Box,,Image,Container Size,30 Tablets,,,Package Quantity,,,,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43,,,,,,,
Parent_53,Child_1,SGL-SDCK,,Stalwart Y-97114 Dental Care Kit (Pack of 1),,,,,,,,Health & Beauty>Dental Care>Dental Care Kits,Health & Beauty,Dental Care,Dental Care Kits,Dental Care Kits,Stalwart,,Found - Third Party,,,,,,,https://i.ebayimg.com/images/g/X-4AAOSwCfRbKNNl/s-l1600.jpg,https://www.amazon.co.uk/Stalwart-Y-97114-Dental-Care-Pack/dp/B01HTMB2H6,http://www.luxurygreenlightescorts.co.uk/stalwart-y-97114-dental-care-kit-(pack-of-4)-b01htmb2h6.html,https://www.ebay.com/p/4-Pack-Dental-Total-Care-Kit-Toothbrush-Tongue-Cleaner-Scraper-Mirror-Tooth-Pick-Red/1658164206|https://www.ebay.co.uk/itm/Dental-Care-Teeth-4-Piece-Set/372640044671?var=641409693422&_trkparms=aid%3D222007%26algo%3DSIM.MBE%26ao%3D2%26asc%3D20160323102634%26meid%3D24869fc535c443ffacc7b8c949c5412d%26pid%3D100623%26rk%3D2%26rkt%3D6%26sd%3D183450568760%26itm%3D641409693422&_trksid=p2047675.c100623.m-1,,,Stalwart® Dental Care Kit Blue Red Green 1 Pack,,0696228237689,Dental Care Kit,Brand,Stalwart®,,,Product Type,Dental Care Kit,,,Used For,Keeping Teeth Clean and Preventing Tooth and Gum Decay,,,Includes,"Dental Pick, Dental Mirror, Tongue Cleaner, Toothbrush",,,Ingredients,,,,Precautions,,,,Size,,,Image,Powder Weight,,,image,Colour,"Blue, Red, Green",,,Organic (Yes/No),,,,Container Type,Pack,,,Container Size,,,,Package Quantity,,,Legacy,Weight,0.045,kg,,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_53,Child_2,V2-ZM3M-XG63,B01HTMB2H6,Stalwart Y-97114 Dental Care Kit (Pack of 4),Y,4,,0604U7IUBHO,2.56,04/06/2018 19:30:40 BST,Inactive,Health & Beauty>Dental Care>Dental Care Kits,Health & Beauty,Dental Care,Dental Care Kits,Dental Care Kits,Stalwart,,Found - Third Party,,,,,,,https://i.ebayimg.com/images/g/X-4AAOSwCfRbKNNl/s-l1600.jpg,https://www.amazon.co.uk/Stalwart-Y-97114-Dental-Care-Pack/dp/B01HTMB2H6,http://www.luxurygreenlightescorts.co.uk/stalwart-y-97114-dental-care-kit-(pack-of-4)-b01htmb2h6.html,https://www.ebay.com/p/4-Pack-Dental-Total-Care-Kit-Toothbrush-Tongue-Cleaner-Scraper-Mirror-Tooth-Pick-Red/1658164206|https://www.ebay.co.uk/itm/Dental-Care-Teeth-4-Piece-Set/372640044671?var=641409693422&_trkparms=aid%3D222007%26algo%3DSIM.MBE%26ao%3D2%26asc%3D20160323102634%26meid%3D24869fc535c443ffacc7b8c949c5412d%26pid%3D100623%26rk%3D2%26rkt%3D6%26sd%3D183450568760%26itm%3D641409693422&_trksid=p2047675.c100623.m-1,,,Stalwart® Dental Care Kit Blue Red Green 4 Pack,,0696228237689,Dental Care Kit,Brand,Stalwart®,,,Product Type,Dental Care Kit,,,Used For,Keeping Teeth Clean and Preventing Tooth and Gum Decay,,,Includes,"Dental Pick, Dental Mirror, Tongue Cleaner, Toothbrush",,,Ingredients,,,,Precautions,,,,Size,,,Image,Powder Weight,,,image,Colour,"Blue, Red, Green",,,Organic (Yes/No),,,,Container Type,Pack,,,Container Size,,,,Package Quantity,,,Legacy,Weight,0.045,kg,,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,<Country of Orgin> UK,Updated,,
Parent_54,Child_1,SGL-OPPF,,Oral-B Pro-Expert Premium Floss 40m 1 Pack,,,,,,,,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Oral-B,,Found,https://www.oralb.co.uk/en-gb/products/floss/pro-expert-premium-floss,,,,,,"https://res.cloudinary.com/mtree/image/upload/f_auto,q_auto/OralB_GB/en-gb/-/media/OralB_GB/Images/Products/OralBProExpertPremiumFloss/Oral-B-Pro-Expert-Premium-Floss_1200x1200.png?w=1210&v=1-201604142149",https://www.amazon.com/Oral-B-Pro-Expert-Premium-Floss-40m/dp/B00LIV2RWO,https://www.boots.com/oral-b-pro-expert-premium-floss-40m-10160940,https://www.costco.co.uk/Health-Beauty/Bath-Body/Oral-Care/Oral-B-Pro-Expert-Premium-Cool-Mint-Floss-6-x-40m/p/179715,"Oral-B Pro-Expert Premium floss slides easily between your teeth to help prevent gum problems, leaving a minty cool feeling in your mouth.",•Clinically proven to reduce gingivitis|•Gentle on fingers and gums,Oral-B® Premium Floss 40 m 1 Pack,,0721864900335,Premium Floss,Brand,Oral-B®,,,Product Type,Premium Floss,,,Used For,"Prevent Gum Problems, Leaving a Minty Cool Feeling in Your Mouth.",,,Special Features,"Clinically Proven to Reduce Gingivitis, Gentle on Fingers and Gums",,,Ingredients,,,,Size,40,m,,Material,,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Description Matched,,,,,,
Parent_54,Child_2,JT-CDF9-OA26,B00LIV2RWO,Oral-B Pro-Expert Premium Floss 40m 12 Pack,Y,12,Y,0308VDUIF89,24.48,08/03/2019 21:36:50 GMT,Inactive,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Oral-B,,Found,https://www.oralb.co.uk/en-gb/products/floss/pro-expert-premium-floss,,,,,,"https://res.cloudinary.com/mtree/image/upload/f_auto,q_auto/OralB_GB/en-gb/-/media/OralB_GB/Images/Products/OralBProExpertPremiumFloss/Oral-B-Pro-Expert-Premium-Floss_1200x1200.png?w=1210&v=1-201604142149",https://www.amazon.com/Oral-B-Pro-Expert-Premium-Floss-40m/dp/B00LIV2RWO,https://www.boots.com/oral-b-pro-expert-premium-floss-40m-10160940,https://www.costco.co.uk/Health-Beauty/Bath-Body/Oral-Care/Oral-B-Pro-Expert-Premium-Cool-Mint-Floss-6-x-40m/p/179715,"Oral-B Pro-Expert Premium floss slides easily between your teeth to help prevent gum problems, leaving a minty cool feeling in your mouth.",•Clinically proven to reduce gingivitis|•Gentle on fingers and gums,Oral-B® Premium Floss 40 m 12 Pack,,0721864900335,Premium Floss,Brand,Oral-B®,,,Product Type,Premium Floss,,,Used For,"Prevent Gum Problems, Leaving a Minty Cool Feeling in Your Mouth.",,,Special Features,"Clinically Proven to Reduce Gingivitis, Gentle on Fingers and Gums",,,Ingredients,,,,Size,40,m,,Material,,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Description Matched,,,,,,
Parent_54,Child_3,KC-6WER-9D8M,B00AYCTT7Y,Oral B Pro-Expert Premium Floss (40m) - Pack of 4,Y,4,Y,0308V9PN6D5,8.47,08/03/2019 21:40:34 GMT,Active,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Oral-B,,Found,https://www.oralb.co.uk/en-gb/products/floss/pro-expert-premium-floss,,,,,,"https://res.cloudinary.com/mtree/image/upload/f_auto,q_auto/OralB_GB/en-gb/-/media/OralB_GB/Images/Products/OralBProExpertPremiumFloss/Oral-B-Pro-Expert-Premium-Floss_1200x1200.png?w=1210&v=1-201604142149",https://www.amazon.co.uk/Oral-Pro-Expert-Premium-Floss-40m/dp/B00AYCTT7Y,https://www.ocado.com/webshop/product/OralB-Pro-Expert-Premium-Dental-Floss/214006011,https://www.boots.com/oral-b-pro-expert-premium-floss-40m-10160940,"Oral-B Pro-Expert Premium floss slides easily between your teeth to help prevent gum problems, leaving a minty cool feeling in your mouth.",•Clinically proven to reduce gingivitis|•Gentle on fingers and gums,Oral-B® Premium Floss 40 m 4 Pack,,0721864900335,Premium Floss,Brand,Oral-B®,,,Product Type,Premium Floss,,,Used For,"Prevent Gum Problems, Leaving a Minty Cool Feeling in Your Mouth.",,,Special Features,"Clinically Proven to Reduce Gingivitis, Gentle on Fingers and Gums",,,Ingredients,,,,Size,40,m,,Material,,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_55,Child_1,SGL-WCBF,,Wisdom Flossers Clean Multi 1 Pack of 30 Flosser,,,,,,,,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/clean-between-flossers/,,,,,,https://i.ebayimg.com/images/g/lmwAAOSwJVBcetjk/s-l640.jpg,https://www.amazon.com/Wisdom-Clean-Between-Flossers-Pack/dp/B00LW5CFAU,https://www.wilko.com/en-uk/wisdom-clean-between-flossers-30pk/p/0283982,https://www.weldricks.co.uk/products/wisdom-clean-between-flossers-pack-of-30,"Wisdom Clean Between flossers are designed to make flossing quick and easy. The extra strong floss design allows effective cleaning and resists shredding, sagging and snapping during use.","•Long lasting flossers with extra strong floss|•Designed not to shred, snag or sag|•Extra strong floss|•Minty fresh flavour|•Disposable design|•30 flossers per pack",Wisdom® Daily Flosser Clean Multi 30 Floss 1 Pack,https://youtu.be/NYorLSSWezY,0695641945447,Daily Flosser,Brand,Wisdom®,,,Product Type,Daily Flosser,,,Used For,"Effective Cleaning and Resists Shredding, Sagging and Snapping During Use",,,Special Features,"Minty Fresh Flavour, Long Lasting Flossers with Extra Strong Floss",,,Ingredients,,,,Size,,,,Material,,,,Colour,Multi,,Third Party,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Pack,,,Number of Pieces,30 Flosser,,,Package Quantity,,,Legacy,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_55,Child_2,8R-ZMV5-M4PU,B00LW5CFAU,Wisdom Flossers Clean Multi 5 Pack of 30 Flosser,Y,5,Y,1211SAM0U95,6.49,11/12/2017 20:53:49 GMT,Inactive,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/clean-between-flossers/,,,,,,https://i.ebayimg.com/images/g/lmwAAOSwJVBcetjk/s-l640.jpg,https://www.amazon.com/Wisdom-Clean-Between-Flossers-Pack/dp/B00LW5CFAU,https://www.wilko.com/en-uk/wisdom-clean-between-flossers-30pk/p/0283982,https://www.weldricks.co.uk/products/wisdom-clean-between-flossers-pack-of-30,"Wisdom Clean Between flossers are designed to make flossing quick and easy. The extra strong floss design allows effective cleaning and resists shredding, sagging and snapping during use.","•Long lasting flossers with extra strong floss|•Designed not to shred, snag or sag|•Extra strong floss|•Minty fresh flavour|•Disposable design|•30 flossers per pack",Wisdom® Daily Flosser Clean Multi 30 Floss 5 Pack,https://youtu.be/NYorLSSWezY,0695641945447,Daily Flosser,Brand,Wisdom®,,,Product Type,Daily Flosser,,,Used For,"Effective Cleaning and Resists Shredding, Sagging and Snapping During Use",,,Special Features,"Minty Fresh Flavour, Long Lasting Flossers with Extra Strong Floss",,,Ingredients,,,,Size,,,,Material,,,,Colour,Multi,,Third Party,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Pack,,,Number of Pieces,30 Flosser,,,Package Quantity,,,Legacy,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_56,Child_1,MK-0BMS-MQHO,B008FRM59O,Wisdom Easy Floss Daily Flosser (1 Handle + 15 Disposable Flossers) 3 Pack,Y,3,Y,0625U3JP5TO,10.5,25/06/2018 16:28:23 BST,Active,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/easy-floss-daily-flosser/,,,,,,https://images-na.ssl-images-amazon.com/images/I/81orAUUhMpL._SL1500_.jpg,https://www.amazon.com/Wisdom-Flosser-Handle-Disposable-Flossers/dp/B008FRM59O,https://www.upbeatcare.co.uk/wisdom-easy-floss-daily-flosser.html,https://www.chemistdirect.co.uk/wisdom-easy-floss-daily-flosser/prd-ma,The long handle design of Wisdom Easy Floss allows easy access to difficult to reach areas.The disposable flossing heads also feature a soft ribbon like flossing tape to make flossing more comfortable.,•Ideal for people who find traditional flossing difficult|•Long handle to reach all areas of the mouth|•Soft flossing ribbon for greater comfort|•Disposable head design|•Long handle design|•1 handle & Now with 25 replacement heads per pack!|•Soft flossing ribbon,Wisdom® Daily Flosser Soft Ribbon Multi 15 Heads 3 Pack,,5053163840018,Daily Flosser,Brand,Wisdom®,,,Product Type,Daily Flosser,,,Used For,Effective Way to Clean Between Teeth,,,Special Features,"Long Handle Design, Soft Flossing Ribbon",,,Ingredients,,,,Size,,,,Material,Soft Ribbon (Floss Material),,,Colour,Multi,,,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,Legacy,Package Type,Pack,,,Number of Pieces,15,,,Package Quantity,,,Legacy,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,73.33,Size Varied,Updated,,,,,
Parent_56,Child_2,FX-TF4P-4NLM,B00L9DOQDO,WISDOM EASY FLOSS,N,,Y,1020SQ0ICLZ,4.99,20/10/2017 15:07:54 BST,Active,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/easy-floss-daily-flosser/,,,,,,https://images-na.ssl-images-amazon.com/images/I/81orAUUhMpL._SL1500_.jpg,https://www.amazon.com/Wisdom-Easy-Daily-Flosser-Refills/dp/B00L9DOQDO,https://www.ebay.co.uk/p/Wisdom-Easy-Daily-Flosser-Inc-25-Refills-Pack-Of-3/1905529035,https://www.chemistdirect.co.uk/wisdom-easy-floss-daily-flosser/prd-ma,The long handle design of Wisdom Easy Floss allows easy access to difficult to reach areas.The disposable flossing heads also feature a soft ribbon like flossing tape to make flossing more comfortable.,•Ideal for people who find traditional flossing difficult|•Long handle to reach all areas of the mouth|•Soft flossing ribbon for greater comfort|•Disposable head design|•Long handle design|•1 handle & Now with 25 replacement heads per pack!|•Soft flossing ribbon,Wisdom® Daily Flosser Soft Ribbon Multi 15 Heads 1 Pack,,0797978004931,Daily Flosser,Brand,Wisdom®,,,Product Type,Daily Flosser,,,Used For,Effective Way to Clean Between Teeth,,,Special Features,"Long Handle Design, Soft Flossing Ribbon",,,Ingredients,,,,Size,,,,Material,Soft Ribbon (Floss Material),,,Colour,Multi,,Third Party,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Pack,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,Updated,,,,,
Parent_56,Child_4,NW-C6F6-M3ZI,B01AI0I16Q,Wisdom Easy Floss Daily Flosser 6 Pack,Y,6,Y,1020SQ0UC3B,16.95,20/10/2017 15:12:15 BST,Active,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/easy-floss-daily-flosser/,,,,,,https://images-na.ssl-images-amazon.com/images/I/81orAUUhMpL._SL1500_.jpg,https://www.amazon.com/Wisdom-Easy-Floss-Daily-Flosser/dp/B01AI0I16Q,https://www.upbeatcare.co.uk/wisdom-easy-floss-daily-flosser.html,https://www.dentaldirect.co.uk/wisdom-easy-daily-flosser-inc-25-refills.html,The long handle design of Wisdom Easy Floss allows easy access to difficult to reach areas.The disposable flossing heads also feature a soft ribbon like flossing tape to make flossing more comfortable.,•Ideal for people who find traditional flossing difficult|•Long handle to reach all areas of the mouth|•Soft flossing ribbon for greater comfort|•Disposable head design,Wisdom® Daily Flosser Soft Ribbon Multi 15 Heads 6 Pack,,0797978004931,Daily Flosser,Brand,Wisdom®,,,Product Type,Daily Flosser,,,Used For,Effective Way to Clean Between Teeth,,,Special Features,"Long Handle Design, Soft Flossing Ribbon",,,Ingredients,,,,Size,,,,Material,Soft Ribbon (Floss Material),,,Colour,Multi,,,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Pack,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,Updated,,,,,
Parent_57,Child_1,RE-9XFG-LJA2,B001ECQSTU,Wisdom Dental Sticks 100,N,,Y,1108UM5GCL7,2.97,08/11/2018 12:50:29 GMT,Active,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/fresh-effect-dental-sticks/,,,,,,https://images-its.chemistdirect.co.uk/Wisdom-Dental-Sticks-Mint-Fluoride-21788.jpg?o=e01xwhRjlcXj$VQNxuxM0xiBqnUj&V=wtnF&w=800&h=800,https://www.amazon.co.uk/Wisdom-Effect-Dental-Wood-Count-400-Count/dp/B0764FN9RC/ref=sr_1_1?keywords=B0764FN9RC&qid=1553582860&s=gateway&sr=8-1,https://www.dentocare.co.uk/between-the-teeth/wisdom-fresh-effect-woodsticks.html,https://oman.desertcart.com/products/53103736-wisdom-wood-dental-sticks-with-mint-fluoride-pack-of-3|https://www.weldricks.co.uk/products/wisdom-mint-fluoride-dental-sticks-pack-of-100,"Wisdom Fresh Effects Extra Minty Dental Sticks with their triangular profile have been designed to effectively clean between the teeth and remove food debris after meals or whenever you need them, whilst the intense mint flavour leaves your mouth with a clean and fresh feeling after use.They also contain fluoride to help strengthen teeth against decay.Regular use helps fight plaque, gum disease and tooth decay. Use after every meal to help keep your teeth and gums healthy.",•100 sticks|•Contains fluoride|•Mint flavour|•Triangular profile as recommended by dentists,Wisdom® Dental Stick Wood 100 Sticks 1 Pack,,0754465830459,Dental Stick,Brand,Wisdom®,,,Product Type,Dental Stick,,,Used For,"Clean Between the Teeth and Remove Food Debris, Fight Plaque, Gum Disease and Tooth Decay",,,Special Features,"Contains Fluoride, Mint Flavour, Keep Out of the Reach and Sight of Children.",,,Ingredients,,,,Size,,,,Material,Wood,,,Colour,,,,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_57,Child_2,TR-9Q0R-OJTI,B01AI0JCNW,Wisdom Dental Sticks 6 Pack,Y,6,Y,0322U2W698N,9.15,22/03/2018 09:43:51 GMT,Inactive,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/fresh-effect-dental-sticks/,,,,,,https://images-its.chemistdirect.co.uk/Wisdom-Dental-Sticks-Mint-Fluoride-21788.jpg?o=e01xwhRjlcXj$VQNxuxM0xiBqnUj&V=wtnF&w=800&h=800,https://www.amazon.co.uk/Wisdom-Dental-Sticks-6-Pack/dp/B01AI0JCNW,https://www.chemistdirect.co.uk/wisdom-dental-sticks-6-pack/prd-11d2,https://www.ebay.com/itm/6-Pack-Wisdom-Dental-Sticks-6-Pack-Best-Price-/192764133542,"Wisdom Fresh Effects Extra Minty Dental Sticks with their triangular profile have been designed to effectively clean between the teeth and remove food debris after meals or whenever you need them, whilst the intense mint flavour leaves your mouth with a clean and fresh feeling after use.They also contain fluoride to help strengthen teeth against decay.Regular use helps fight plaque, gum disease and tooth decay. Use after every meal to help keep your teeth and gums healthy.",•100 sticks|•Contains fluoride|•Mint flavour|•Triangular profile as recommended by dentists,Wisdom® Dental Stick Wood 600 Sticks 6 Pack,,5060259979781,Dental Stick,Brand,Wisdom®,,,Product Type,Dental Stick,,,Used For,"Clean Between the Teeth and Remove Food Debris, Fight Plaque, Gum Disease and Tooth Decay",,,Special Features,"Contains Fluoride, Mint Flavour, Keep Out of the Reach and Sight of Children.",,,Ingredients,,,,Size,,,,Material,Wood,,,Colour,,,,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
